dep_epci,siren_epci,nom_complet,nj_epci2019,fisc_epci2019,nb_com_2019,ptot_epci_2019,pmun_epci_2019
49,200071876,CA Saumur Val de Loire,CA,FPU,45,103473,99961
49,244900015,CU Angers Loire Métropole,CU,FPU,29,302001,293701
49,244900809,CC Anjou Bleu Communauté,CC,FPU,11,36001,34679
49,244900882,CC Baugeois Vallée,CC,FPU,7,36201,35372
50,200042604,"CC de Granville, Terre et Mer",CC,FPU,32,46211,44464
50,200042729,CC de la Baie du Cotentin,CC,FPU,23,23998,23192
50,200043354,CC de Villedieu Intercom,CC,FPU,27,16141,15736
50,200066389,CA Saint-Lô Agglo,CA,FPU,61,79055,75956
50,200067023,CC Coutances Mer et Bocage,CC,FPU,49,50606,48158
50,200067031,CC Côte Ouest Centre Manche,CC,FPU,30,22616,22078
50,200067205,CA du Cotentin,CA,FPU,129,185946,180794
50,200069425,CA Mont-Saint-Michel-Normandie,CA,FPU,95,91437,87984
51,200034718,"CC de Vitry, Champagne et Der",CC,FPU,35,25696,24988
51,200042620,CC de la Région de Suippes,CC,FPU,16,7993,7703
51,200042703,CC de l'Argonne Champenoise,CC,FPU,60,12410,12048
51,200042992,CC Perthois-Bocage et Der,CC,FA,25,5771,5681
51,200043438,CC de la Moivre à la Coole,CC,FA,28,10093,9600
51,200066835,CC de Sézanne-Sud Ouest Marnais,CC,FA,62,22175,21708
51,200066850,CC des Paysages de la Champagne,CC,FA,54,22125,21503
51,200066876,CA de Châlons-en-Champagne,CA,FPU,46,82601,80565
51,200067213,CU du Grand Reims,CU,FPU,143,300699,294674
51,200067379,CC Côtes de Champagne et Val de Saulx,CC,FPU,40,12251,11998
51,200067684,"CA Epernay, Coteaux et Plaine de Champagne",CA,FPU,47,49677,48451
51,245100615,CC de la Grande Vallée de la Marne,CC,FPU,14,15362,15097
51,245100888,CC de la Brie Champenoise,CC,FA,19,7608,7441
51,245100979,CC du Sud Marnais,CC,FA,14,6216,6069
52,200027308,CC d'Auberive Vingeanne et Montsaugeonnais,CC,FA,51,8614,8440
52,200044253,CC du Bassin de Joinville en Champagne,CC,FPU,59,13159,12866
52,200068658,CA de Chaumont du Bassin Nogentais et du Bassin de Bologne Vignory Froncles,CA,FPU,63,47411,45435
52,200068666,CA de Saint-Dizier Der et Blaise,CA,FPU,60,60511,58981
52,200069664,CC Meuse Rognon,CC,FA,59,11392,11102
52,200070332,CC des Savoir-Faire,CC,FPU,63,16083,15638
52,200072999,CC du Grand Langres,CC,FPU,54,22007,21156
52,245200597,CC des Trois Forêts,CC,FA,29,7854,7707
53,200033298,CC des Coëvrons,CC,FPU,31,28164,27555
53,200042182,CC du Mont des Avaloirs,CC,FPU,26,16815,16411
53,200048551,CC du Pays de Craon,CC,FPU,37,29430,28720
53,200055887,CC Mayenne Communauté,CC,FPU,33,38220,36792
53,200083392,CA Laval Agglomération,CA,FPU,34,117515,112937
53,245300223,CC du Pays de Meslay-Grez,CC,FPU,22,14341,14033
53,245300355,CC de l'Ernée,CC,FPU,15,21435,21025
53,245300389,CC du Bocage Mayennais,CC,FPU,27,19659,19199
53,245300447,CC du Pays de Château-Gontier,CC,FPU,16,31400,30274
54,200035772,CC du Pays du Saintois,CC,FA,55,14694,14481
54,200041515,CC du Bassin de Pont-à-Mousson,CC,FPU,31,40960,40401
54,200043693,CC Terre Lorraine du Longuyonnais,CC,FA,27,15854,15567
54,200067643,CC Meurthe Mortagne Moselle,CC,FA,37,17036,16803
54,200069433,CC de Vezouze en Piémont,CC,FA,51,12058,11834
54,200070290,CC Coeur du Pays Haut,CC,FPU,25,23801,23307
54,200070324,CC du Territoire de Lunéville à Baccarat,CC,FPU,43,42969,41927
54,200070563,CC Terres Touloises,CC,FPU,41,45551,44646
54,200070589,CC de Seille et Grand Couronné,CC,FPU,42,18890,18624
54,200070738,CC Mad et Moselle,CC,FPU,48,20531,20183
54,200070845,CC Orne Lorraine Confluences,CC,FPU,41,54191,53134
54,245400171,CC Moselle et Madon,CC,FPU,19,29335,28837
54,245400189,CC des Pays du Sel et du Vermois,CC,FA,16,29737,29320
54,245400262,CA de Longwy,CA,FPU,21,62399,61223
54,245400510,CC du Pays de Colombey et du Sud Toulois,CC,FPU,38,11634,11449
54,245400601,CC du Bassin de Pompey,CC,FPU,13,41075,40578
54,245400676,Métropole du Grand Nancy,METRO,FPU,20,261985,256610
54,245400759,CC du Pays du Sanon,CC,FA,28,6089,6005
55,200033025,CA de Bar-le-Duc - Sud Meuse,CA,FPU,33,36577,35222
55,200034874,CC Côtes de Meuse Woëvre,CC,FA,25,6196,6011
55,200049187,CA du Grand Verdun,CA,FPU,25,29910,28434
55,200066108,CC des Portes de Meuse,CC,FPU,51,17343,16919
55,200066116,CC Argonne-Meuse,CC,FA,38,7408,7252
55,200066132,CC du Pays de Stenay et du Val Dunois,CC,FPU,41,10280,9966
55,200066140,CC de l'Aire à l'Argonne,CC,FA,47,6746,6579
55,200066157,CC de Commercy - Void - Vaucouleurs,CC,FA,54,23372,22749
55,200066165,CC Val de Meuse - Voie Sacrée,CC,FPU,25,9343,9145
55,200066173,CC de Damvillers Spincourt,CC,FPU,41,8541,8347
55,245500327,CC du Sammiellois,CC,FA,19,8879,8693
55,245501176,CC du Territoire de Fresnes en Woëvre,CC,FA,32,5001,4886
55,245501184,CC du Pays de Revigny sur Ornain,CC,FPU,16,7514,7318
55,245501242,CC du Pays d'Etain,CC,FA,26,7893,7739
55,245501259,CC du Pays de Montmédy,CC,FA,25,7396,7190
56,200027027,CC Arc Sud Bretagne,CC,FPU,12,27767,27221
56,200042174,CA Lorient Agglomération,CA,FPU,25,207857,202494
56,200043123,CC Auray Quiberon Terre Atlantique,CC,FPU,24,88628,86301
56,200066777,CC Ploërmel Communauté,CC,FPU,30,43823,42168
56,200066785,CC de l'Oust à Brocéliande,CC,FPU,26,40135,39077
56,200067221,CC Centre Morbihan Communauté,CC,FPU,18,43793,42645
56,200067932,CA Golfe du Morbihan - Vannes Agglomération,CA,FPU,34,171960,166661
56,245600440,CC de Blavet Bellevue Océan,CC,FA,5,18338,17872
56,245600465,CC de Belle Ile en Mer,CC,FPU,4,5532,5396
56,245614383,CC Questembert Communauté,CC,FPU,13,23866,23209
56,245614417,CC Roi Morvan Communauté,CC,FPU,21,25880,24936
56,245614433,CC Pontivy Communauté,CC,FPU,25,47933,46027
57,200039865,Metz Métropole,METRO,FPU,44,226287,222146
57,200039907,CC du Sud Messin,CC,FPU,34,16517,16065
57,200039949,CC Rives de Moselle,CC,FPU,20,52189,51388
57,200067486,CC Bouzonvillois-Trois Frontières,CC,FPU,42,25648,25131
57,200067502,CA Saint-Avold Synergie,CA,FPU,41,54561,53373
57,200067650,CC Houve-Pays Boulageois,CC,FPU,37,23588,23221
57,200067957,CC Haut Chemin-Pays de Pange,CC,FPU,28,19682,19083
57,200068146,CC Sarrebourg Moselle Sud,CC,FPU,76,46508,45459
57,200069441,CC du Pays de Bitche,CC,FPU,46,35428,34531
57,200070746,CA Sarreguemines Confluences,CA,FPU,38,66726,65342
57,245700133,CC du District Urbain de Faulquemont (DUF),CC,FPU,33,25122,24682
57,245700372,CA de Forbach Porte de France,CA,FPU,21,79237,77984
57,245700398,CC de Freyming-Merlebach,CC,FPU,11,32757,32281
57,245700695,CC de Cattenom et Environs,CC,FPU,20,26224,25693
57,245700950,CC du Pays de Phalsbourg,CC,FPU,26,18134,17611
57,245701164,CC du Warndt,CC,FPU,5,18385,18053
57,245701206,CC du Saulnois,CC,FA,128,30199,29212
57,245701222,CA du Val de Fensch,CA,FPU,10,71065,70307
57,245701271,CC du Pays Orne Moselle,CC,FPU,13,54282,53726
57,245701354,CC de l'Arc Mosellan,CC,FPU,26,34992,34422
57,245701362,CA Portes de France-Thionville,CA,FPU,13,80823,79372
57,245701404,CC du Pays Haut Val d'Alzette,CC,FPU,8,28624,28273
58,200067429,CC Haut Nivernais-Val d'Yonne,CC,FA,30,13324,12655
58,200067692,CC Tannay-Brinon-Corbigny,CC,FPU,58,10306,9902
58,200067700,CC Sud Nivernais,CC,FPU,20,21988,21405
58,200067882,CC Bazois Loire Morvan,CC,FPU,46,15954,15671
58,200067890,CC Morvan Sommets et Grands Lacs,CC,FA,34,13193,12620
58,200067908,CC Amognes Coeur du Nivernais,CC,FPU,28,8932,8687
58,200067916,"CC Loire, Vignobles et Nohain",CC,FPU,30,26522,25755
58,200068088,CC Les Bertranges,CC,FA,32,20793,20441
58,245801063,CC Loire et Allier,CC,FPU,6,7447,7194
58,245804406,CA de Nevers,CA,FPU,13,68680,65942
58,245804497,CC du Nivernais Bourbonnais,CC,FPU,9,5668,5574
59,200030633,CA du Caudrésis et du Catésis,CA,FPU,46,65727,64906
59,200040947,CC de Flandre Intérieure,CC,FPU,50,104198,102169
59,200040954,CC des Hauts de Flandre,CC,FPU,40,54566,53422
59,200041960,CC Pévèle-Carembault,CC,FPU,38,96703,94663
59,200042190,CA de la Porte du Hainaut,CA,FPU,47,160249,158789
59,200043263,CC Coeur de l'Avesnois,CC,FPU,43,30997,30446
59,200043321,CC du Pays de Mormal,CC,FPU,53,49337,48473
59,200043396,CA Maubeuge Val de Sambre,CA,FPU,43,127193,125671
59,200043404,CC du Sud Avesnois,CC,FPU,12,26234,25782
59,200044618,CA du Douaisis (CAD),CA,FPU,35,151307,148910
59,200068500,CA de Cambrai,CA,FPU,55,83517,82083
59,245900410,Métropole Européenne de Lille,METRO,FPU,90,1157276,1143572
59,245900428,CU de Dunkerque,CU,FPU,17,201332,198341
59,245900758,CC Flandre Lys,CC,FPU,8,40140,39541
59,245901038,CC du Pays Solesmois,CC,FPU,15,15296,15056
59,245901061,CC de la Haute Deûle,CC,FPU,5,24654,24412
59,245901152,CC Coeur d'Ostrevent (CCCO),CC,FPU,20,72119,71195
59,245901160,CA Valenciennes Métropole,CA,FPU,35,194673,192471
60,200066975,CC Senlis Sud Oise,CC,FPU,17,25107,24043
60,200067965,CA de la Région de Compiègne et de la Basse Automne,CA,FPU,22,84953,82180
60,200067973,CC Thelloise,CC,FPU,40,61207,60091
60,200067999,CA du Beauvaisis,CA,FPU,53,104563,101874
60,200068005,CC de l'Oise Picarde,CC,FPU,52,21753,21293
60,200068047,CA Creil Sud Oise,CA,FPU,11,87556,86331
60,246000129,CC du Liancourtois,CC,FPU,10,23934,23562
60,246000376,CC du Clermontois,CC,FPU,19,38340,37378
60,246000566,CC du Plateau Picard,CC,FPU,52,30847,30311
60,246000582,CC des Sablons,CC,FPU,20,38884,38341
60,246000707,CC du Vexin-Thelle,CC,FPU,37,20721,20302
60,246000749,CC des Lisières de l'Oise,CC,FPU,20,16936,16347
60,246000756,CC du Pays Noyonnais,CC,FPU,42,33871,33114
60,246000764,CC de l'Aire Cantilienne,CC,FA,11,46079,44643
60,246000772,CC des Deux Vallées,CC,FA,16,23515,22896
60,246000848,CC de la Picardie Verte,CC,FA,88,33665,33052
60,246000855,CC du Pays des Sources,CC,FA,48,22668,22083
60,246000871,CC du Pays de Valois,CC,FPU,62,56676,55570
60,246000897,CC de la Plaine d'Estrées,CC,FPU,19,18170,17728
60,246000913,CC du Pays de Bray,CC,FPU,23,18731,18369
60,246000921,CC des Pays d'Oise et d'Halatte,CC,FPU,17,34628,34034
61,200035103,CC de la Vallée de la Haute Sarthe,CC,FA,31,8033,7853
61,200035111,CC des Sources de l'Orne,CC,FPU,23,12723,12076
61,200035814,CA Flers Agglo,CA,FPU,42,56064,54255
61,200036069,CC du Pays de Mortagne au Perche,CC,FA,33,14483,13918
61,200068435,CC Coeur du Perche,CC,FPU,12,11843,11566
61,200068443,CC Andaine - Passais,CC,FPU,12,13635,13255
61,200068450,CC Argentan Intercom,CC,FPU,49,35206,34078
61,200068468,CC des Pays de L'Aigle,CC,FPU,32,26743,26117
61,200068856,CC des Hauts du Perche,CC,FPU,10,8520,8352
61,200069458,CC des Vallées d'Auge et du Merlerault,CC,FPU,46,15406,14973
61,200071504,CC des Collines du Perche Normand,CC,FPU,16,12989,12690
61,200071520,CC Domfront Tinchebray Interco,CC,FPU,15,16530,16155
61,200071652,CC du Pays Fertois et du Bocage Carrougien,CC,FA,19,5114,5001
61,246100390,CC du Val d'Orne,CC,FA,17,6142,5751
61,246100663,CU d'Alençon,CU,FPU,31,58699,56511
62,200018083,CC de Desvres-Samer,CC,FPU,31,23419,22852
62,200033579,CU d'Arras,CU,FPU,46,110005,107608
62,200035442,CC du Sud-Artois,CC,FPU,64,28266,27589
62,200044030,CC des 7 Vallées,CC,FPU,69,30420,29764
62,200044048,CC Osartis Marquion,CC,FPU,49,42442,41920
62,200069029,CA des Deux Baies en Montreuillois,CA,FPU,46,68207,66584
62,200069037,CA du Pays de Saint-Omer,CA,FPU,53,108196,105351
62,200069235,CC du Haut Pays du Montreuillois,CC,FPU,49,16483,15770
62,200069482,CC des Campagnes de l'Artois,CC,FPU,96,34602,33544
62,200069672,CC du Ternois,CC,FPU,103,39172,38395
62,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",CA,FPU,100,281262,277812
62,200072478,CC Pays d'Opale,CC,FPU,27,28194,27827
62,246200299,CA d'Hénin-Carvin,CA,FPU,14,126414,125453
62,246200364,CA de Lens - Liévin,CA,FPU,36,244709,242386
62,246200380,CC de la Terre des Deux Caps,CC,FA,21,22459,22134
62,246200729,CA du Boulonnais,CA,FPU,22,116658,114762
62,246200844,CC de la Région d'Audruicq,CC,FA,15,27501,27090
62,246201016,CC du Pays de Lumbres,CC,FPU,36,24682,24257
62,246201149,CA du Calaisis,CA,FPU,10,104918,103575
63,200067627,CC Billom Communauté,CC,FPU,25,26076,25512
63,200069169,CC Dômes Sancy Artense,CC,FPU,26,12653,12241
63,200069177,CC Mond'Arverne Communauté,CC,FPU,28,40987,40101
63,200070407,CA Agglo Pays d'Issoire,CA,FPU,88,57403,55727
63,200070712,CC Thiers Dore et Montagne,CC,FPU,30,38428,37460
63,200070753,CA Riom Limagne et Volcans,CA,FPU,31,68500,66628
63,200070761,CC Ambert Livradois Forez,CC,FPU,58,28446,27606
63,200071199,CC Plaine Limagne,CC,FPU,25,21494,21019
63,200071215,CC Chavanon Combrailles et Volcans,CC,FPU,36,13224,12762
63,200072080,CC du Pays de Saint-Eloy,CC,FPU,34,16625,16050
63,200072098,CC Combrailles Sioule et Morge,CC,FPU,29,19098,18705
63,246300701,Clermont Auvergne Métropole,METRO,FPU,21,295358,288435
63,246300966,CC du Massif du Sancy,CC,FPU,20,9869,9637
63,246301097,CC Entre Dore et Allier,CC,FPU,14,19249,18861
64,200039204,CC de Lacq-Orthez,CC,FPU,61,55117,53388
64,200067106,CA du Pays Basque,CA,FPU,158,315349,306306
64,200067239,CC des Luys en Béarn,CC,FPU,66,29067,28191
64,200067254,CA Pau Béarn Pyrénées,CA,FPU,31,166399,162012
64,200067262,CC du Haut Béarn,CC,FPU,48,33587,32377
64,200067288,CC du Béarn des Gaves,CC,FPU,53,18331,17593
64,200067296,CC du Nord Est Béarn,CC,FPU,73,34837,33968
64,246400337,CC de la Vallée d'Ossau,CC,FPU,18,10047,9818
64,246401756,CC Pays de Nay,CC,FPU,29,29782,28598
65,200069300,CA Tarbes-Lourdes-Pyrénées,CA,FPU,86,126088,122365
65,200070787,CC du Plateau de Lannemezan,CC,FA,57,18380,17886
65,200070795,CC du Pays de Trie et du Magnoac,CC,FA,50,7356,6969
65,200070803,CC des Coteaux du Val d'Arros,CC,FA,53,11508,11265
65,200070811,CC Pyrénées Vallées des Gaves,CC,FPU,46,16054,15471
65,200070829,CC Neste Barousse,CC,FA,43,7426,7247
65,200072106,CC Adour Madiran,CC,FPU,72,25177,24463
65,246500482,CC de la Haute-Bigorre,CC,FPU,25,17792,16955
65,246500573,CC Aure Louron,CC,FA,46,7113,6943
66,200027183,CU Perpignan Méditerranée Métropole,CU,FPU,36,272800,268581
66,200043602,"CC des Albères, de la Côte Vermeille et de l'Illibéris",CC,FPU,15,56061,55283
66,200049211,CC Conflent-Canigó,CC,FPU,47,21511,20850
66,200070365,CC Corbières Salanque Méditerranée,CC,FPU,21,21937,21697
66,246600282,CC Sud-Roussillon,CC,FPU,6,23182,22767
66,246600373,CC du Vallespir,CC,FPU,10,21133,20692
66,246600399,CC Pyrénées Cerdagne,CC,FPU,19,9064,8705
66,246600415,CC Roussillon-Conflent,CC,FPU,16,18621,18353
66,246600423,CC Agly Fenouillèdes,CC,FPU,22,6015,5947
66,246600449,CC des Aspres,CC,FPU,19,21349,20996
66,246600464,CC Pyrénées Catalanes,CC,FPU,19,6301,5973
66,246600548,CC du Haut Vallespir,CC,FPU,14,9872,9726
67,200013050,CC Sauer-Pechelbronn,CC,FPU,24,17924,17391
67,200030526,CC du Ried de Marckolsheim,CC,FA,18,20396,20134
67,200034270,CC du Pays de Barr,CC,FPU,20,24640,24063
67,200034635,CC du Kochersberg,CC,FPU,23,25419,24985
67,200040178,CC de l'Outre-Forêt,CC,FA,13,16389,16157
67,200041283,CC de la Plaine du Rhin,CC,FA,19,18700,18414
67,200041325,CC du Pays Rhénan,CC,FPU,17,36884,36463
67,200067783,CC de Hanau-La Petite Pierre,CC,FPU,38,27459,27032
67,200067841,CC de l'Alsace Bossue,CC,FA,45,25279,24763
67,200067874,CA de Haguenau,CA,FPU,36,97095,95800
67,200067924,CC du Canton d'Erstein,CC,FPU,28,48482,47740
67,200068112,CC du Pays de Saverne,CC,FPU,35,36394,35633
67,200068864,CC de la Mossig et du Vignoble,CC,FPU,24,24899,24511
67,246700306,CC de la Vallée de la Bruche,CC,FPU,26,21668,21203
67,246700488,Eurométropole de Strasbourg,METRO,FPU,33,498227,491409
67,246700744,CC des Portes de Rosheim,CC,FPU,9,18275,17882
67,246700777,CC de la Vallée de Villé,CC,FPU,18,11211,10942
67,246700843,CC de la Basse-Zorn,CC,FA,7,17410,17189
67,246700926,CC du Pays de Wissembourg,CC,FA,12,16583,16169
67,246700959,CC du Pays de la Zorn,CC,FPU,20,16092,15900
67,246700967,CC de Sélestat,CC,FA,12,37059,36424
67,246701064,CC de la Région de Molsheim-Mutzig,CC,FA,18,40628,40037
67,246701080,CC du Pays de Sainte-Odile,CC,FPU,6,18597,17971
67,246701098,CC du Pays de Niederbronn-les-Bains,CC,FPU,13,23709,23359
68,200036465,CC de Thann-Cernay,CC,FPU,16,38558,37806
68,200066009,CA Mulhouse Alsace Agglomération,CA,FPU,39,277180,272712
68,200066025,CC Pays Rhin - Brisach,CC,FPU,29,33580,33064
68,200066033,CC Sud Alsace Largue,CC,FPU,44,22657,22272
68,200066041,CC Sundgau,CC,FPU,64,48664,47521
68,200066058,CA Saint-Louis Agglomération,CA,FPU,40,79711,78300
68,246800205,CC de la Vallée de Saint-Amarin,CC,FPU,15,12687,12483
68,246800395,CC du Val d'Argent,CC,FPU,4,9771,9571
68,246800445,CC du Centre du Haut-Rhin,CC,FPU,9,15541,15361
68,246800494,"CC du Pays de Rouffach, Vignobles et Châteaux",CC,FA,11,13749,13262
68,246800551,CC de la Vallée de Kaysersberg,CC,FPU,8,17088,16680
68,246800569,CC de la Région de Guebwiller,CC,FPU,19,39063,38208
68,246800577,CC du Pays de Ribeauvillé,CC,FPU,16,18638,18195
68,246800585,CC de la Vallée de Munster,CC,FPU,16,16591,16228
68,246800676,CC de la Vallée de la Doller et du Soultzbach,CC,FPU,15,16618,16247
68,246800726,CA Colmar Agglomération,CA,FPU,20,116814,114022
69,200040566,CA de l'Ouest Rhodanien,CA,FPU,31,51863,50606
69,200040574,CC Beaujolais Pierres Dorées,CC,FPU,32,53111,51870
69,200040590,CA Villefranche Beaujolais Saône,CA,FPU,18,74752,73257
69,200046977,Métropole de Lyon,MET69,FPU,59,1400134,1381249
69,200066587,CC des Monts du Lyonnais,CC,FPU,32,36126,35093
69,200067817,CC Saône-Beaujolais,CC,FPU,35,44896,43868
69,246900575,CC de l'Est Lyonnais (CCEL),CC,FPU,8,41019,40443
69,246900625,CC du Pays de l'Arbresle (CCPA),CC,FPU,17,38336,37282
69,246900724,CC des Vallons du Lyonnais (CCVL),CC,FPU,8,29804,29143
69,246900740,CC du Pays Mornantais (COPAMO),CC,FPU,11,29002,28310
69,246900757,CC de la Vallée du Garon (CCVG),CC,FPU,5,31019,30450
69,246900765,CC du Pays de l'Ozon,CC,FPU,7,25971,25574
70,200036150,CC des Hauts du Val de Saône,CC,FPU,48,8931,8694
70,200036549,CC Val de Gray,CC,FPU,48,21328,20535
70,200041721,CC de la Haute Comté,CC,FPU,38,18703,18120
70,200041853,CC du Pays de Montbozon et du Chanois,CC,FPU,27,6786,6559
70,200041861,CC du Triangle Vert,CC,FPU,42,11274,11048
70,200041879,CC Terres de Saône,CC,FPU,38,13621,13343
70,200041887,CC du Val Marnaysien,CC,FPU,45,14410,14190
70,247000011,CA de Vesoul,CA,FPU,20,33926,32350
70,247000367,CC des Combes,CC,FPU,27,7831,7663
70,247000623,CC des Quatre Rivières,CC,FPU,41,9905,9651
70,247000664,CC du Pays de Lure,CC,FPU,24,20190,19706
70,247000698,CC des Monts de Gy,CC,FA,25,6306,6152
70,247000706,CC du Pays Riolais,CC,FPU,33,12830,12524
70,247000714,CC du Pays de Villersexel,CC,FPU,34,8180,7934
70,247000722,CC du Pays d'Héricourt,CC,FPU,23,21530,21021
70,247000755,CC du Pays de Luxeuil,CC,FPU,15,15571,15072
70,247000821,CC Rahin et Chérimont,CC,FPU,9,12206,11983
70,247000854,CC des 1000 étangs,CC,FPU,25,8853,8641
71,200040038,CC Saône Doubs Bresse,CC,FPU,27,12455,12179
71,200040293,CC du Clunisois,CC,FPU,42,14438,13815
71,200042414,CC Bresse Revermont 71,CC,FA,17,10019,9865
71,200069698,CC Mâconnais - Tournugeois,CC,FPU,24,16442,15732
71,200070308,CA Mâconnais Beaujolais Agglomération,CA,FPU,39,79539,77129
71,200070316,"CC Entre Arroux, Loire et Somme",CC,FPU,30,23621,23051
71,200070530,CC du Grand Autunois Morvan,CC,FPU,55,38141,36298
71,200070548,CC La Clayette Chauffailles en Brionnais,CC,FPU,29,15676,15271
