dep_epci,siren_epci,nom_complet,nj_epci2019,fisc_epci2019,nb_com_2019,ptot_epci_2019,pmun_epci_2019
71,200071538,CC Terres de Bresse,CC,FPU,25,22628,22184
71,200071579,CC Bresse Louhannaise Intercom',CC,FPU,30,29196,28446
71,200071645,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,CC,FPU,16,8195,7932
71,200071884,CC Le Grand Charolais,CC,FPU,44,41905,40144
71,247100290,CU Le Creusot Montceau-les-Mines,CU,FPU,34,97135,95094
71,247100589,CA Le Grand Chalon,CA,FPU,51,118019,113920
71,247100639,CC de Marcigny,CC,FA,12,6453,6233
71,247100647,CC Bresse Nord Intercom',CC,FA,16,6674,6535
71,247103765,CC Entre Saône et Grosne,CC,FPU,23,11623,11346
71,247103864,CC du Canton de Semur en Brionnais,CC,FA,14,5335,5196
71,247104094,CC Sud Côte Chalonnaise,CC,FPU,36,11802,11479
72,200040475,CC Loué - Brûlon - Noyen,CC,FPU,29,18967,18565
72,200068963,CC Maine Coeur de Sarthe,CC,FPU,13,21549,21179
72,200070373,CC Loir-Lucé-Bercé,CC,FPU,24,24840,24113
72,200072676,CC Maine Saosnois,CC,FPU,51,28863,28298
72,200072684,CC Le Gesnois Bilurien,CC,FPU,23,31316,30806
72,200072692,CC des Vallées de la Braye et de l'Anille,CC,FPU,19,16053,15605
72,200072700,CC Haute Sarthe Alpes Mancelles,CC,FPU,38,23576,23156
72,200072718,CC de la Champagne Conlinoise et du Pays de Sillé,CC,FPU,24,19097,18681
72,200073112,CC Sud Sarthe,CC,FPU,19,23812,23320
72,247200090,CC de Sablé-sur-Sarthe,CC,FPU,17,29858,28937
72,247200132,CU Le Mans Métropole,CU,FA,19,210627,205113
72,247200348,CC du Pays Fléchois,CC,FPU,14,28632,27358
72,247200421,CC du Sud Est du Pays Manceau,CC,FPU,5,17691,17238
72,247200447,CC Orée de Bercé - Belinois,CC,FPU,8,19837,19467
72,247200629,CC du Val de Sarthe,CC,FPU,16,30999,30457
72,247200686,CC du Pays de l'Huisne Sarthoise,CC,FPU,33,29548,28767
73,200023299,CC Coeur de Tarentaise,CC,FA,6,9755,9167
73,200040798,CC Val Vanoise,CC,FA,9,9454,9199
73,200041010,CC Coeur de Savoie,CC,FPU,41,37381,36460
73,200068674,CA Grand Lac,CA,FPU,28,75951,74316
73,200068997,CA Arlysère,CA,FPU,39,62785,60768
73,200069110,CA du Grand Chambéry,CA,FPU,38,138223,133638
73,200070340,CC Haute Maurienne Vanoise,CC,FA,10,8922,8666
73,200070464,CC Coeur de Maurienne Arvan,CC,FPU,14,15341,14756
73,247300015,CC des Vallées d'Aigueblanche,CC,FA,3,7327,7131
73,247300254,CC de Haute-Tarentaise,CC,FA,8,16541,15920
73,247300262,CC de Yenne,CC,FPU,13,7259,7133
73,247300361,CC du Canton de La Chambre,CC,FPU,12,7546,7413
73,247300452,CC Maurienne Galibier,CC,FA,6,5791,5461
73,247300528,CC Val Guiers,CC,FPU,11,12443,12204
73,247300668,CC du Lac d'Aiguebelette (CCLA),CC,FPU,10,5892,5747
73,247300676,CC Porte de Maurienne,CC,FPU,11,6898,6795
73,247300817,CC Les Versants d'Aime,CC,FA,4,9820,9566
74,200000172,CC Faucigny-Glières,CC,FPU,7,28076,27146
74,200011773,CA Annemasse-Les Voirons-Agglomération,CA,FPU,12,90702,89099
74,200023372,CC de la Vallée de Chamonix-Mont-Blanc,CC,FPU,4,13541,13038
74,200033116,CC Cluses-Arve et Montagnes,CC,FPU,10,46886,45873
74,200034098,CC des Montagnes du Giffre,CC,FPU,8,12382,12079
74,200034882,CC Pays du Mont-Blanc,CC,FA,10,45574,43907
74,200066793,CA du Grand Annecy,CA,FPU,34,206835,200322
74,200067551,CA Thonon Agglomération,CA,FPU,25,89290,86983
74,200070852,CC Usses et Rhône,CC,FA,26,20855,20326
74,200071967,CC Pays d'Evian Vallée d'Abondance,CC,FPU,22,41391,40181
74,247400047,CC de la Vallée Verte,CC,FPU,8,7790,7593
74,247400112,CC du Pays de Cruseilles,CC,FPU,13,15659,15166
74,247400567,CC Fier et Usses,CC,FPU,7,15508,15111
74,247400583,CC Arve et Salève,CC,FPU,8,20270,19765
74,247400617,CC des Vallées de Thônes,CC,FPU,12,19124,18457
74,247400666,CC des Quatre Rivières,CC,FPU,11,19414,18929
74,247400682,CC du Haut-Chablais,CC,FPU,15,12937,12628
74,247400690,CC du Genevois,CC,FPU,17,45141,44185
74,247400724,CC du Pays Rochois,CC,FPU,9,28582,27787
74,247400740,CC Rumilly Terre de Savoie,CC,FPU,17,31775,31027
74,247400773,CC des sources du lac d'Annecy,CC,FPU,7,15643,15190
75,200054781,Métropole du Grand Paris,METRO,FPU,131,7090092,7026765
76,200010700,CA Caux Seine Agglo,CA,FPU,50,78505,77114
76,200023414,Métropole Rouen Normandie,METRO,FPU,71,499169,490001
76,200068534,CC Terroir de Caux,CC,FPU,79,38740,37995
76,200069722,CC interrégionale Aumale - Blangy-sur-Bresle,CC,FA,44,22320,21877
76,200069730,CC des 4 rivières,CC,FA,53,30613,29708
76,200069821,CA Fécamp Caux Littoral Agglomération,CA,FPU,33,40125,39319
76,200069839,CC de la Côte d'Albâtre,CC,FA,63,28770,28020
76,200069847,CC Plateau de Caux-Doudeville-Yerville,CC,FA,40,21372,21040
76,200070068,CC Communauté Bray-Eawy,CC,FA,46,26122,25302
76,200070449,CC inter-Caux-Vexin,CC,FPU,64,55265,54382
76,200084952,CU Le Havre Seine Métropole,CU,FPU,54,273568,269321
76,247600505,CC Campagne-de-Caux,CC,FPU,22,15314,15097
76,247600588,CC des Villes Soeurs,CC,FPU,28,38692,37890
76,247600604,CC de Londinières,CC,FA,16,5372,5300
76,247600620,CC Yvetot Normandie,CC,FPU,19,27801,26683
76,247600646,CC Caux - Austreberthe,CC,FA,9,25535,25031
76,247600729,CC Falaises du Talou,CC,FPU,24,24132,23591
76,247600786,CA de la Région Dieppoise,CA,FPU,16,48899,47223
77,200023125,CC Les Portes Briardes Entre Villes et Forêts,CC,FPU,5,46752,46199
77,200023240,CC Pays de Nemours,CC,FPU,21,30645,29929
77,200023919,CC Gâtinais Val de Loing,CC,FPU,20,19196,18857
77,200033090,CC Plaines et Monts de France,CC,FPU,20,24652,24372
77,200037133,CC du Provinois,CC,FPU,39,35852,34655
77,200040251,CC Bassée-Montois,CC,FA,42,24039,23467
77,200057958,CA Paris - Vallée de la Marne,CA,FPU,12,229203,227440
77,200070779,CC Brie des Rivières et Châteaux,CC,FPU,31,39445,38925
77,200072130,CA du Pays de Meaux,CA,FPU,22,98796,96291
77,200072346,CA du Pays de Fontainebleau,CA,FPU,26,70211,68352
77,200072544,CC des Deux Morin,CC,FPU,31,26826,26463
77,200072874,CC Val Briard,CC,FPU,21,27948,27633
77,200077055,CA Coulommiers Pays de Brie,CA,FPU,42,76700,75370
77,247700032,CC Moret Seine et Loing,CC,FPU,18,40103,39055
77,247700057,CA Melun Val de Seine,CA,FPU,20,133094,130998
77,247700065,CC du Pays de l'Ourcq,CC,FPU,22,18337,17849
77,247700107,CC Pays de Montereau,CC,FPU,21,43004,42129
77,247700339,CA Val d'Europe Agglomération,CA,FPU,7,36079,35711
77,247700438,CC Pays Créçois,CC,FPU,19,36752,36287
77,247700594,CA Marne et Gondoire,CA,FPU,20,105085,103782
77,247700644,CC l'Orée de la Brie,CC,FPU,4,27217,26714
77,247700701,CC Brie Nangissienne,CC,FPU,20,27871,27614
78,200033173,CC de la Haute Vallée de Chevreuse,CC,FA,10,25738,25177
78,200034130,CC Gally Mauldre,CC,FPU,11,22687,21844
78,200058519,CA Saint Germain Boucles de Seine,CA,FPU,19,341615,334123
78,200058782,CA de Saint Quentin en Yvelines,CA,FPU,12,232778,229369
78,200059889,CU Grand Paris Seine et Oise,CU,FPU,73,415647,410596
78,200071074,CC Les Portes de l'Ile de France,CC,FPU,18,22835,22554
78,200073344,CA Rambouillet Territoires,CA,FPU,36,80359,78443
78,247800550,CC du Pays Houdanais (CCPH),CC,FPU,36,29792,29261
78,247800584,CA Versailles Grand Parc (CAVGP),CA,FPU,18,270042,264484
78,247800618,CC Coeur d'Yvelines,CC,FPU,31,50521,49307
79,200040244,CA du Bocage Bressuirais,CA,FPU,33,75710,73449
79,200041317,CA du Niortais,CA,FPU,40,124588,120806
79,200041333,CC de Parthenay-Gâtine,CC,FPU,38,38989,37782
79,200041416,CC Airvaudais-Val du Thouet,CC,FPU,9,7055,6918
79,200041994,CC Haut Val de Sèvre,CC,FPU,19,30950,30203
79,200069748,CC Val de Gâtine,CC,FPU,31,21919,21473
79,200069755,CC Mellois en Poitou,CC,FPU,62,49491,48168
79,247900798,CC du Thouarsais,CC,FPU,24,36793,35944
80,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),CC,FA,60,28547,27655
80,200070928,CC Terre de Picardie,CC,FA,43,18595,18341
80,200070936,CC Ponthieu-Marquenterre,CC,FPU,71,33878,33180
80,200070944,CC du Vimeu,CC,FA,25,23445,22955
80,200070951,CC du Territoire Nord Picardie,CC,FPU,65,32417,31606
80,200070969,CC Avre Luce Noye,CC,FA,47,22231,21827
80,200070977,CC du Grand Roye,CC,FA,62,26253,25873
80,200070985,CC de l'Est de la Somme,CC,FA,41,21015,20483
80,200070993,CA de la Baie de Somme,CA,FPU,43,50842,49575
80,200071181,CC Somme Sud-Ouest,CC,FA,119,39455,38755
80,200071223,CC Nièvre et Somme,CC,FPU,36,28670,28284
80,248000499,CC du Val de Somme,CC,FPU,33,26799,26476
80,248000531,CA Amiens Métropole,CA,FPU,39,183911,179958
80,248000747,CC du Pays du Coquelicot,CC,FPU,65,29090,28499
81,200034023,CC Tarn-Agout,CC,FPU,21,29343,28406
81,200034031,CC des Monts d'Alban et du Villefranchois,CC,FPU,14,6505,6356
81,200034049,CC Centre Tarn,CC,FPU,11,11207,10995
81,200034056,CC du Lautrécois et du Pays d'Agout,CC,FA,28,14890,14536
81,200034064,CC du Cordais et du Causse (4 C),CC,FPU,19,4756,4610
81,200040905,CC Carmausin-Ségala,CC,FPU,32,30250,29452
81,200066124,CA Gaillac-Graulhet,CA,FPU,61,74891,73228
81,200066553,CC des Monts de Lacaune et de la Montagne du Haut Languedoc,CC,FPU,20,8227,7997
81,200066561,CC Sidobre Vals et Plateaux,CC,FPU,16,13094,12777
81,248100158,CC du Sor et de l'Agout,CC,FPU,26,23491,22777
81,248100430,CA de Castres Mazamet,CA,FPU,14,80588,77849
81,248100497,CC Val 81,CC,FA,19,5686,5581
81,248100737,CA de l'Albigeois (C2A),CA,FPU,16,84680,81798
81,248100745,CC Thoré Montagne Noire,CC,FPU,9,5172,5081
82,200040418,CC du Pays de Serres en Quercy,CC,FA,22,8742,8578
82,200066322,CC Terres des Confluences,CC,FPU,22,41983,40829
82,200066652,CC Grand Sud Tarn et Garonne,CC,FPU,25,41930,41252
82,200066884,CC Quercy Vert-Aveyron,CC,FA,13,22335,21945
82,200067122,CC Coteaux et Plaines du Pays Lafrançaisain,CC,FPU,11,11254,10986
82,248200016,CC des Deux Rives,CC,FA,28,19254,18766
82,248200057,CC du Quercy Caussadais,CC,FA,19,20876,20277
82,248200065,CC de la Lomagne Tarn-et-Garonnaise,CC,FPU,31,10279,9946
82,248200099,CA Grand Montauban,CA,FPU,11,79428,77392
82,248200107,CC du Quercy Rouergue et des Gorges de l'Aveyron,CC,FPU,17,7808,7668
83,200004802,CC du Pays de Fayence,CC,FPU,9,28187,27684
83,200027100,CC Méditerranée Porte des Maures,CC,FPU,6,43800,43149
83,200035319,CA Var Esterel Méditerranée (CAVEM),CA,FPU,5,114877,113022
83,200036077,CC du Golfe de Saint-Tropez,CC,FPU,12,58463,57448
83,200040202,CC Provence Verdon,CC,FPU,15,22426,22109
83,200040210,CC Lacs et Gorges du Verdon,CC,FPU,16,9203,9067
83,200068104,CA de la Provence Verte,CA,FPU,28,100358,98371
83,248300394,CA Sud Sainte Baume,CA,FPU,9,62072,61073
83,248300410,CC de la Vallée du Gapeau,CC,FPU,5,30876,30409
83,248300493,CA Dracénoise,CA,FPU,23,110019,107622
83,248300543,Métropole Toulon-Provence-Méditerranée,METRO,FPU,12,439542,433221
83,248300550,CC Coeur du Var,CC,FPU,11,43451,42883
84,200000628,CC Rhône Lez Provence,CC,FPU,5,24502,24103
84,200035723,CC Ventoux Sud,CC,FPU,11,9564,9411
84,200040442,CA Luberon Monts de Vaucluse,CA,FPU,16,56156,55092
84,200040624,CC Pays d'Apt-Luberon,CC,FPU,25,30763,29951
84,200040681,CC Enclave des Papes-Pays de Grignan,CC,FPU,19,23598,22967
84,248400053,CA Ventoux-Comtat-Venaissin (COVE),CA,FPU,25,71153,69413
84,248400160,CC Aygues-Ouvèze en Provence (CCAOP),CC,FPU,8,19506,19077
84,248400236,CC du Pays Réuni d'Orange,CC,FPU,5,45829,44972
84,248400251,CA du Grand Avignon (COGA),CA,FPU,16,197746,193712
84,248400285,CC Territoriale Sud-Luberon,CC,FPU,16,25535,24814
84,248400293,CC des Sorgues du Comtat,CC,FPU,5,49245,48329
84,248400319,CC du Pays des Sorgues et des Monts de Vaucluse,CC,FPU,5,33960,33238
84,248400335,CC Vaison Ventoux,CC,FPU,19,17250,16840
85,200023778,CC du Pays de St Gilles-Croix-de-Vie,CC,FPU,14,48973,48056
85,200070233,"CC Terres de Montaigu, CC Montaigu-Rocheservière",CC,FPU,10,49284,48162
85,200071165,CA Les Sables d'Olonne Agglomération,CA,FPU,5,53622,51938
85,200071629,CC Challans-Gois Communauté,CC,FPU,11,47368,46206
85,200071900,CC Vendée Grand Littoral,CC,FPU,20,34117,33551
85,200071918,CC du Pays de Saint-Fulgent - Les Essarts,CC,FPU,10,28135,27571
85,200071934,CC du Pays de Fontenay-Vendée,CC,FPU,25,36459,35161
85,200072882,CC de Vie et Boulogne,CC,FPU,15,44170,43349
85,200073260,CC Sud Vendée Littoral,CC,FPU,44,56344,54824
85,248500191,CC de l'Ile de Noirmoutier,CC,FA,4,9642,9435
85,248500258,CC Océan Marais de Monts,CC,FPU,5,19529,19104
85,248500340,CC Pays de Chantonnay,CC,FPU,10,23058,22295
85,248500415,CC du Pays de la Châtaigneraie,CC,FPU,18,15995,15605
85,248500464,CC du Pays de Pouzauges,CC,FPU,10,23875,23267
85,248500530,CC du Pays des Achards,CC,FPU,9,18700,18438
85,248500563,"CC Vendée, Sèvre, Autise",CC,FPU,15,16682,16328
85,248500589,CA La Roche sur Yon - Agglomération,CA,FPU,13,99707,95416
85,248500621,CC du Pays des Herbiers,CC,FPU,8,30162,29466
85,248500662,CC du Pays de Mortagne,CC,FPU,11,28783,27636
86,200043628,CC des Vallées du Clain,CC,FPU,16,26765,26284
86,200069763,CC du Haut-Poitou,CC,FPU,27,42323,41624
86,200069854,CU du Grand Poitiers,CU,FPU,40,196844,191791
86,200070035,CC du Civraisien en Poitou,CC,FPU,36,28346,27468
86,200070043,CC Vienne et Gartempe,CC,FPU,55,40803,39557
86,248600413,CA Grand Châtellerault,CA,FPU,47,86819,84904
86,248600447,CC du Pays Loudunais,CC,FPU,45,25126,24441
87,200040814,CC Briance Sud Haute Vienne,CC,FPU,11,9302,9147
87,200059400,CC Porte Océane du Limousin,CC,FPU,13,26424,25637
87,200066512,CC Elan Limousin Avenir Nature,CC,FPU,24,28304,27888
87,200066520,CC Ouest Limousin,CC,FPU,16,11872,11530
87,200070506,CC Pays de Nexon Monts de Chalus,CC,FPU,15,13358,13133
87,200071942,CC Haut Limousin en Marche,CC,FPU,40,24184,23435
87,248700189,CC du Pays de Saint Yrieix,CC,FPU,9,12622,12087
87,248719262,CC Gartempe - Saint Pardoux,CC,FPU,6,5329,5242
87,248719288,CC du Val de Vienne,CC,FPU,9,16383,16063
87,248719312,CU Limoges Métropole,CU,FPU,20,212161,207986
87,248719338,CC Briance-Combade,CC,FPU,10,5618,5483
87,248719353,CC des Portes de Vassivière,CC,FPU,12,5691,5610
87,248719361,CC de Noblat,CC,FPU,12,12254,12020
88,200005957,CC de la Région de Rambervillers,CC,FA,30,13785,13283
88,200033868,CC des Ballons des Hautes-Vosges,CC,FA,8,15684,15306
88,200042000,CC Bruyères-Vallons des Vosges,CC,FPU,34,15691,15321
88,200068369,CC de Mirecourt Dompaire,CC,FPU,76,20152,19318
88,200068377,CC de la Porte des Vosges Méridionales,CC,FPU,10,30624,29627
88,200068559,CC de l'Ouest Vosgien,CC,FPU,70,24267,23534
88,200068682,CC Terre d'Eau,CC,FA,45,18834,18076
88,200068757,CA d'Epinal,CA,FPU,78,115386,111367
88,200068773,CC des Vosges côté Sud Ouest,CC,FPU,60,12595,12195
88,200071066,CA de Saint-Dié-des-Vosges,CA,FPU,77,77932,75669
88,200071157,CC des Hautes Vosges,CC,FA,22,37772,36328
89,200039642,CC Le Tonnerrois en Bourgogne,CC,FPU,52,17106,16475
89,200039709,CC du Serein,CC,FPU,35,7685,7497
89,200039758,"CC Avallon, Vézelay, Morvan",CC,FPU,48,19823,19217
89,200067080,CC Chablis Villages et Terroirs,CC,FPU,36,15552,15203
89,200067114,CA de l'Auxerrois,CA,FPU,29,71444,68187
89,200067130,CC de Puisaye-Forterre,CC,FPU,57,35968,35068
89,200067304,CC Serein et Armance,CC,FA,29,24882,24315
89,248900334,CA du Grand Sénonais,CA,FPU,27,60379,58729
89,248900383,CC de l'Agglomération Migennoise,CC,FPU,8,15311,15017
89,248900524,CC de l'Aillantais,CC,FPU,13,10665,10425
89,248900664,CC de la Vanne et du Pays d'Othe,CC,FA,22,8925,8722
89,248900748,CC du Gâtinais en Bourgogne,CC,FPU,26,17798,17453
89,248900896,CC Yonne Nord,CC,FPU,23,25040,24568
89,248900938,CC du Jovinien,CC,FPU,19,22401,21639
90,200069052,CA Grand Belfort,CA,FPU,52,107435,105041
90,200069060,CC des Vosges du Sud,CC,FPU,22,15900,15438
90,249000241,CC du Sud Territoire,CC,FPU,27,24012,23610
91,200017846,CA Etampois Sud Essonne,CA,FPU,37,54511,53608
91,200056232,CA Communauté Paris-Saclay,CA,FPU,27,318308,312888
91,200057859,CA Coeur d'Essonne Agglomération,CA,FPU,21,199132,196960
91,200058477,CA Val d'Yerres Val de Seine,CA,FPU,9,179331,177491
91,200059228,CA Grand Paris Sud Seine Essonne Sénart,CA,FPU,23,355686,351608
91,249100074,CC du Pays de Limours (CCPL),CC,FPU,14,27383,26882
91,249100157,CC des 2 Vallées,CC,FPU,15,18927,18613
91,249100546,CC du Val d'Essonne (CCVE),CC,FPU,21,60684,59561
91,249100553,CC Entre Juine et Renarde (CCEJR),CC,FPU,16,27850,27440
91,249100595,CC le Dourdannais en Hurepoix (CCDH),CC,FPU,11,26758,26333
95,200035970,CC Vexin Centre,CC,FPU,34,25314,24918
95,200055655,CA Roissy Pays de France,CA,FPU,42,353428,350406
95,200056380,CA Plaine Vallée,CA,FPU,18,184322,182034
95,200058485,CA Val Parisis,CA,FPU,15,276313,272890
95,200073013,CC Carnelle Pays-de-France,CC,FA,19,32097,31724
95,249500109,CA de Cergy-Pontoise,CA,FPU,13,208006,204804
95,249500430,CC Sausseron Impressionnistes,CC,FPU,15,19782,19428
95,249500455,CC de la Vallée de l'Oise et des Trois Forêts,CC,FA,9,39462,38864
95,249500489,CC du Haut Val d'Oise,CC,FPU,9,38498,38172
95,249500513,CC du Vexin-Val de Seine,CC,FPU,26,16945,16629
971,200018653,CA CAP Excellence,CA,FPU,3,102354,101163
971,200041507,CA La Riviéra du Levant,CA,FPU,4,66337,65471
971,200044691,CA du Nord Grande Terre,CA,FPU,5,58988,58267
971,249710047,CC de Marie-Galante,CC,FPU,3,11102,10867
971,249710062,CA du Nord Basse-Terre,CA,FPU,6,79657,78179
971,249710070,CA Grand Sud Caraïbe,CA,FPU,11,81732,80163
972,200041788,CA du Pays Nord Martinique,CA,FPU,18,103151,101863
972,249720053,CA de l'Espace Sud de la Martinique,CA,FPU,12,119455,117168
972,249720061,CA du Centre de la Martinique,CA,FPU,4,159688,157449
973,200027548,CC des Savanes,CC,FPU,4,31707,31437
973,249730037,CC de l'Ouest Guyanais,CC,FPU,8,93674,92995
973,249730045,CA du Centre Littoral,CA,FPU,6,139348,137964
973,249730052,CC de l'Est Guyanais,CC,FPU,4,7100,6956
974,249740077,CA CIVIS (Communauté Intercommunale des VIlles Solidaires),CA,FPU,6,182868,180729
974,249740085,CA du Sud,CA,FPU,4,128783,127041
974,249740093,CA Intercommunale de la Réunion Est (CIREST),CA,FPU,6,128017,126777
974,249740101,CA Territoire de la Côte Ouest (TCO),CA,FPU,5,216765,214073
974,249740119,CA Intercommunale du Nord de la Réunion (CINOR),CA,FPU,3,206381,204304
976,200050532,CC de Petite-Terre,CC,FPU,2,30039,29273
976,200059871,CC du Centre-Ouest,CC,FPU,5,51449,50020
976,200060457,CA de Dembeni / Mamoudzou,CA,FPU,2,89090,87285
976,200060465,CC du Nord de Mayotte,CC,FPU,4,60372,59042
976,200060473,CC du Sud,CC,FPU,4,31945,30898
2A,200038958,CC de la Pieve de l'Ornano,CC,FA,28,12408,12199
2A,200040764,CC du Sud Corse,CC,FPU,7,21228,20848
2A,200067049,CC Spelunca-Liamone,CC,FA,33,7727,7591
2A,242000495,CC de l'Alta Rocca,CC,FPU,18,8621,8467
2A,242000503,CC Celavu-Prunelli,CC,FPU,10,8776,8580
2A,242010056,CA du Pays Ajaccien,CA,FPU,10,86418,85103
2A,242010130,CC du Sartenais Valinco Taravo,CC,FPU,18,11780,11515
2B,200015162,CC de l'Oriente,CC,FA,22,6171,6089
2B,200033827,CC de Fium'Orbu Castellu,CC,FA,13,13136,12924
2B,200034205,CC de la Costa Verde,CC,FA,23,10337,10212
2B,200036499,CC de Marana-Golo,CC,FA,10,24052,23720
2B,200042943,CC du Cap Corse,CC,FA,18,6923,6804
2B,200073104,CC de l'Ile-Rousse - Balagne,CC,FPU,22,10694,10457
2B,200073120,CC Nebbiu - Conca d'Oro,CC,FA,15,7321,7192
2B,200073138,CC Pasquale Paoli,CC,FA,42,6304,6231
2B,200073252,CC de la Castagniccia-Casinca,CC,FA,42,12575,12433
2B,242000354,CA de Bastia,CA,FPU,5,59494,58427
2B,242020071,CC du Centre Corse,CC,FA,10,9898,9736
2B,242020105,CC de Calvi Balagne,CC,FPU,14,12132,11927
